VARIABLES= "X", "Y", "Z","P"
5.83127 2.05732 2.44637 0.00124862
2.55045 3.23369 3.05654 0.164157
2.88976 3.61634 4.10939 0.153094
2.43319 2.7596 3.51854 0.153368
5.66565 2.56849 1.78816 0.0057547
2.60322 3.1648 4.41208 0.184107
2.53238 2.9283 4.28914 0.14958
4.08492 2.17481 4.67595 0.00460804
6.93764 3.88202 2.0136 0.00102328
2.37433 3.17248 4.3119 0.212734
6.93599 3.94907 2.25922 0.00104361
5.9045 2.15858 3.24536 0.00103876
2.21209 3.11815 4.01426 0.1805
5.57801 2.87459 4.57247 0.00288111
5.2147 2.89645 4.49947 0.00631147
2.22708 3.13771 3.08144 0.123789
2.87125 2.0851 2.8229 4.47653e-006
2.50889 6.81861 4.83281 0.00328259
2.54506 3.53478 3.39146 0.202342
3.30105 2.08257 2.51526 0.0174628
5.22992 2.77508 4.18382 0.00834056
4.07373 2.06728 2.8414 0.0103988
5.52116 2.75491 4.11762 0.00509977
5.37954 2.87041 4.14258 0.0074483
3.87053 3.69204 0.0663436 5.14144e-009
3.55775 2.07781 2.81512 0.0182224
4.2706 3.5257 0.352176 0.00815165
2.38603 6.35183 3.86804 0.0425313
5.05451 3.32091 4.35133 0.0115818
6.09333 4.30214 2.22132 0.00776793
5.09982 3.17666 4.4799 0.00813487
5.32806 2.66097 0.212558 0.00130509
2.54996 2.07965 2.54439 5.47671e-006
2.7723 6.79495 4.82909 0.000784102
2.21236 2.47292 1.29347 0.430097
2.06368 2.15009 1.40415 0.521995
2.4492 2.49291 0.59642 0.102769
6.47978 4.19395 0.800433 0.00167863
2.68384 2.07236 2.04235 0.066809
6.53498 4.94013 1.24556 0.00189095
4.88903 4.44901 0.9213 0.0137868
6.1788 2.09701 4.88422 0.000153634
5.42173 2.08318 4.6551 0.000684748
6.42015 4.97029 1.4025 0.00281691
6.05311 4.69008 2.15403 0.00655635
5.2812 4.83316 0.949284 0.00865372
5.27088 5.02569 0.714529 0.00635263
6.08115 2.31668 4.74273 0.000538094
6.185 3.63334 1.73054 0.00640748
6.38752 5.14106 1.50074 0.00293717
6.93421 2.35168 4.01239 0.000184107
6.06029 3.14693 4.92462 1.06691e-008
3.99732 5.96436 3.68725 0.0228986
6.52642 4.04207 4.80788 0.000792889
6.92926 4.16655 3.78394 0.00115927
4.63575 6.53355 4.14574 0.00562121
6.35939 5.15565 4.19085 0.00281667
5.06249 5.6853 4.37828 0.00915221
6.92603 3.30355 4.3795 0.000678372
6.40491 2.53024 1.57507 0.00216425
6.76767 3.81929 3.51098 0.00179531
6.11231 2.98229 4.92462 1.06902e-008
4.75558 6.18175 3.52683 0.0104344
4.03599 5.60948 3.69589 0.0286466
6.85495 2.50304 4.84305 0.000124062
6.36952 2.87476 4.93057 6.49104e-009
4.69754 5.22895 3.61164 0.0243056
6.33635 2.37381 4.36449 0.00088817
4.63605 6.19211 3.71829 0.010599
6.32062 6.75801 4.82672 0.000175139
6.89625 6.51626 4.72816 0.000157984
2.91412 3.87398 4.55 0.156597
2.82619 2.89699 3.11219 0.125338
2.94912 3.44477 4.54582 0.128681
6.04587 6.33401 4.91233 0.00062116
3.39142 3.53949 4.36192 0.0841154
6.53982 6.40144 4.93173 0.000213605
6.49712 6.22501 4.93173 0.000355684
2.68324 2.80371 3.71552 0.131887
2.95726 4.11246 3.43501 0.136364
6.08942 6.48511 4.91233 0.000469919
2.96621 6.71168 4.5368 0.00596445
6.83437 6.73674 4.46948 0.00016302
5.87766 6.3046 4.81771 0.000908052
2.45198 5.22876 0.894184 0.0363454
5.74172 6.70961 4.92877 0.000175077
5.81095 6.91881 4.64434 2.61173e-008
2.56636 5.24016 0.623442 0.0257265
2.50173 4.70076 1.04633 0.0929921
6.92414 5.56588 4.26053 0.000795466
2.56592 4.70549 0.690803 0.0588818
6.2571 5.71529 4.9052 0.000971221
6.92768 5.99219 3.95053 0.000558998
2.45715 4.96222 0.547841 0.0304425
6.45083 4.65389 2.84911 0.00453602
5.56654 3.72036 3.35007 0.0117555
4.39494 5.67687 2.25876 0.0219901
6.34131 5.00063 2.22058 0.00534954
5.1185 6.91943 4.84237 2.11033e-009
4.50549 6.86348 4.54517 0.00135938
6.33463 4.80907 2.97545 0.00499262
6.19117 4.3916 2.73957 0.00654457
5.61081 3.95589 3.98525 0.00952688
2.22319 4.00687 4.14625 0.185855
2.0743 4.86175 4.69954 7.16561e-006
6.02936 5.3973 2.87737 0.00659828
2.27044 5.34379 4.69986 0.254029
6.25046 6.10514 4.92031 0.000568108
6.79892 5.65514 4.75257 0.000543555
6.77552 5.98041 4.9497 0.000242563
4.85705 5.46569 2.66074 0.0178618
6.44161 3.9995 2.81679 0.0045377
6.32677 3.49117 2.29812 0.00513452
6.54276 3.96507 2.62632 0.00379518
6.53721 3.75256 2.5007 0.00401225
2.06368 2.28176 1.27893 0.732882
2.90316 2.08064 1.33607 0.0514737
6.2283 4.0363 2.34068 0.00669188
2.07715 2.49425 1.46074 0.674538
4.61648 5.99577 2.03474 0.012894
6.1545 4.57885 2.72997 0.00695728
6.5245 3.66075 2.82694 0.00366609
6.13273 3.36306 2.81364 0.00603873
2.09272 3.68304 2.00264 0.576508
2.08616 3.15624 2.2982 0.12132
6.52312 3.52804 2.40201 0.00394635
6.30882 6.42187 3.18881 0.00176289
6.60229 6.05795 2.34727 0.0015681
6.5002 6.00763 2.36124 0.00187829
2.43897 6.72149 3.95891 0.0189806
4.8614 5.89365 3.13208 0.0119828
2.60691 5.66539 4.94003 0.0379102
6.43712 6.02526 2.55238 0.00245002
6.46211 5.78617 2.17922 0.0023791
6.36819 5.56104 2.39275 0.00322215
4.90236 5.76748 1.63817 0.0108308
6.9248 4.28242 2.43126 0.00124177
3.87139 2.07983 3.076 0.0116771
4.67728 5.89675 0.713797 0.00759832
2.99324 2.40426 4.4307 0.0668805
3.36424 2.15902 4.92738 0.0104079
2.26393 2.45324 3.94254 0.138053
6.78724 4.08565 0.950826 0.000705059
4.69671 5.209 0.786598 0.0117958
6.22604 4.91455 1.40404 0.00293024
4.16088 4.44641 0.483638 0.0139281
2.07459 3.14388 3.26132 3.23068e-005
2.7369 2.0729 3.06949 0.118769
2.06507 2.70296 3.39538 0.123184
4.77861 5.13121 0.46891 0.00570061
6.04197 4.44486 4.54552 0.0032601
5.70343 5.51625 3.94571 0.00632535
6.25784 5.12836 4.34906 0.00288506
6.85562 4.15435 1.09918 0.000425537
6.41539 4.91848 4.10064 0.00270329
6.81978 4.76404 4.37891 0.00107197
2.08464 5.38035 3.50031 3.02747e-005
6.8459 4.49025 0.867026 0.000223266
2.93028 6.76619 0.184167 0.000732304
5.71744 5.44912 3.77695 0.00756574
3.34823 6.91096 0.0807674 2.1875e-009
2.57554 4.76566 1.87336 0.122306
3.03887 6.67716 0.068543 5.74541e-009
2.23523 6.02292 0.754284 0.00676872
2.52311 4.34616 1.44116 0.1773
2.74469 6.3576 0.068543 5.81299e-009
2.2474 6.77935 0.319162 0.000653831
2.06772 6.37059 0.271115 0.000916653
2.39979 6.47082 0.132061 0.00044168
2.19724 6.12327 0.220534 0.00180723
2.66748 2.48268 3.86986 0.117376
2.99446 6.56934 0.893371 0.00768937
2.53423 6.50282 0.0660369 5.49066e-009
3.54884 3.20362 4.39221 0.05568
2.81551 2.54363 3.62692 0.112352
2.65013 3.79921 2.69686 0.166895
3.49637 2.61213 3.33042 0.0662086
3.82904 2.54612 3.86439 0.0305051
2.83906 6.89111 0.115624 0.000477728
2.72463 3.35379 4.21568 0.170055
2.45199 6.3365 0.216596 0.00144853
2.40245 6.52762 0.423264 0.00214141
2.85338 2.53208 3.22088 0.116362
2.11056 3.3353 0.0807674 1.02117e-008
2.96186 2.64623 3.5977 0.0979499
6.24926 3.06748 3.98416 0.00310988
2.59073 2.64299 0.0568454 1.87844e-008
6.10647 3.15332 4.40875 0.00319191
5.80923 3.38999 4.34336 0.00509629
2.89952 3.43391 0.0821758 1.41477e-008
2.0753 3.78383 0.299177 0.0235665
5.74673 2.49642 3.27005 0.00479056
2.09677 2.8276 0.115624 0.0183649
2.3915 5.38951 0.964184 0.0340804
6.03625 2.56676 3.38415 0.00359385
2.19021 3.37666 0.941896 0.16845
6.42435 2.66882 3.43913 0.00219095
6.76355 4.42118 0.760555 0.000462237
2.55211 6.43801 3.6739 0.0414128
2.78575 6.50483 3.8825 0.0337308
2.19469 3.48938 0.0807674 1.02349e-008
2.69065 6.30312 4.47118 0.0428768
6.77117 4.62691 0.948105 0.000449813
2.79512 5.90787 3.59742 0.0849582
2.5319 6.02263 3.56644 0.0869261
2.43213 6.69864 4.10756 0.0170446
3.47589 2.15428 1.59741 0.00999085
2.57266 5.71433 3.73748 0.115703
3.82646 4.13741 0.0728494 1.97684e-009
3.65938 2.07983 3.04961 0.0163057
3.18207 4.09631 0.0563935 4.58048e-008
2.48076 6.03242 4.08406 0.0975341
2.87342 6.11723 3.33801 0.0652864
3.53564 2.34973 0.0774864 5.11011e-008
5.77928 2.48913 2.71541 0.00506687
3.09251 2.0583 0.310628 2.42894e-006
5.52371 2.48722 2.18663 0.00602052
5.13412 2.60845 2.70695 0.0101074
6.40927 6.73452 4.92709 0.000148117
6.15284 6.92783 4.91835 8.44533e-005
5.84272 6.91881 4.78482 2.61786e-008
5.43377 2.47158 2.48464 0.0066378
6.90502 6.70892 4.314 0.000136705
5.69434 6.75899 4.47505 0.000535913
3.70639 3.79326 2.28604 0.088803
4.70314 2.77618 3.16819 0.0191363
2.18499 6.84471 0.173222 0.00033316
5.82481 3.78984 3.04725 0.00994963
2.79885 5.23105 4.57191 0.0976648
6.70731 5.97307 4.85152 0.000359711
2.77062 6.04878 2.13312 0.048862
2.5306 6.78884 3.50954 0.0289003
2.68161 6.43836 4.84008 0.00959071
2.81523 2.58331 1.23763 0.158794
6.73546 6.4454 4.45441 0.000428389
3.16827 2.61709 1.74211 0.105855
2.99348 2.52713 1.51035 0.132735
5.92118 6.71695 4.92877 0.000253613
2.60101 6.70972 4.9069 7.77611e-007
2.47113 6.44579 4.58922 0.0326205
3.34679 2.50913 1.38817 0.0694935
5.86902 3.23881 1.75139 0.00686736
5.09631 3.34031 2.41958 0.0185499
3.66222 3.6405 2.37295 0.0904893
2.66708 5.00191 3.73215 0.138728
3.50451 6.76929 3.7779 0.014622
6.92154 6.1273 2.19473 0.000566896
2.4492 4.43529 3.84609 0.146993
6.66131 5.97335 4.37872 0.00103479
2.87295 4.29618 4.50039 0.140141
6.89016 6.65386 2.14941 0.000333613
6.71981 6.91774 2.26889 0.000226886
4.47973 3.7179 3.09467 0.04001
6.93611 6.82528 1.8645 9.29813e-005
4.96834 6.1713 0.580368 0.00347957
6.31429 6.91928 2.04804 6.43235e-009
4.76181 6.84984 2.19711 0.00334913
2.73073 4.21762 3.60832 0.154347
4.63114 5.82339 2.31011 0.016111
2.93357 4.28642 4.37314 0.135263
6.9274 5.76275 1.89727 9.12519e-009
5.59879 6.86084 2.59168 0.00180613
3.52747 3.88666 4.45577 0.0690787
5.63589 3.45785 2.5751 0.0137474
6.50202 4.37144 2.81567 0.00448767
6.50307 4.34898 2.50741 0.00433709
6.21241 3.85451 3.01118 0.00613851
5.53152 5.99933 4.71174 0.00200168
6.55708 6.73083 3.96773 0.00047527
6.19292 4.21426 3.1914 0.00617737
6.25115 3.69527 3.19742 0.00534021
6.11692 3.9157 3.35266 0.00616886
6.85594 5.77881 4.47107 0.00064467
6.91168 2.30884 4.91365 5.95585e-005
6.19642 6.64451 0.258217 0.000210583
6.55147 6.84414 0.128849 2.02501e-005
6.92992 6.34868 0.52143 5.79565e-005
6.84125 5.68021 0.22743 7.79088e-005
5.6577 6.45505 3.27623 0.00418699
6.3419 6.22672 0.254103 0.000153006
4.21684 6.59176 2.30918 0.00951362
5.70927 3.88494 4.77375 0.00226563
6.85909 4.14666 2.87309 0.00147618
6.90711 5.39904 3.49271 0.0011035
6.63341 6.15016 4.48972 0.00076759
5.45714 4.3969 4.81427 0.00480141
5.89522 6.41206 2.47928 0.00250867
2.73172 5.40997 0.416137 0.0137956
2.58276 5.75272 1.23434 0.0264223
3.41287 2.08205 1.22743 2.6507e-007
2.85734 2.14867 1.71805 0.0843304
2.76833 5.86265 0.366931 0.00783848
2.65074 5.6347 1.00369 0.0255159
2.63905 3.23411 1.61792 0.249282
3.06919 3.58857 0.429225 0.0498276
2.76181 2.81275 0.46731 0.0664734
3.8493 2.07797 1.55261 1.34249e-006
6.80239 2.14394 3.70919 0.000186908
3.14336 3.15118 0.602364 0.058673
2.73101 3.36997 0.499444 0.0795873
6.74505 6.12696 4.704 0.00041865
6.90095 2.08647 4.68851 4.82403e-005
2.76306 2.75606 1.12461 0.156248
6.9372 2.46678 3.4057 3.71639e-009
6.79177 6.10222 2.72436 0.000900267
6.90659 2.08049 3.58899 0.000110356
2.36845 2.68657 0.81214 0.174792
6.5158 3.0211 0.37995 0.000607705
6.0501 2.09117 1.81353 0.0014012
5.55549 2.07477 1.81459 0.00242379
6.63002 6.07003 2.79006 0.00174409
6.20851 2.09791 1.18209 0.000860399
6.45493 2.08519 0.980895 0.000529302
6.76613 5.85513 2.91544 0.00148357
2.55605 2.75418 1.09174 0.171564
6.74942 2.08736 1.41015 0.000258959
3.59678 2.95824 2.66144 0.0703014
2.06726 4.28806 2.45764 0.121946
3.05283 5.97525 0.723528 0.0135377
3.07037 5.90027 0.368327 0.00704266
4.24374 4.07661 0.229175 0.00650923
2.41471 5.62664 0.809124 0.0183181
2.05972 3.95202 2.35439 0.517532
4.7841 3.69061 0.237939 0.00340715
6.81262 2.16995 4.82739 7.98015e-005
2.39719 5.37969 1.15866 0.0394108
6.82108 2.15976 4.53785 7.9301e-005
6.70804 2.07329 4.28516 3.61067e-009
3.5207 4.12609 0.934133 0.0524508
3.5983 3.44069 0.517915 0.0377216
3.74321 3.19495 0.690822 0.0404124
6.92369 3.64789 3.67275 0.000927112
4.13432 3.91691 0.469432 0.0195354
5.54129 2.67558 4.58711 0.00247143
6.7649 2.49731 3.73282 0.00068809
5.94086 2.76316 4.90643 0.000662538
6.20248 3.42825 4.92781 0.000564936
5.60919 2.24555 4.74107 0.000836556
3.56149 3.75712 0.544929 0.0376336
4.13364 3.60221 0.491946 0.016824
3.34867 6.2605 2.7349 0.0366712
4.04754 6.52354 2.671 0.0128569
2.12464 6.07641 4.50115 0.204901
4.12379 6.22929 2.76089 0.0190338
2.13906 5.55601 4.71921 0.229523
2.05889 5.94905 4.51924 0.421473
2.40851 5.58406 4.80865 0.181885
3.53332 6.5106 2.71388 0.0209272
3.23653 6.46388 2.65501 0.0330298
3.51542 6.47693 2.31882 0.0199381
3.46699 4.80366 0.186393 0.00830405
3.12324 4.42159 0.162304 0.0120409
2.71332 6.3075 4.93318 0.00782863
3.34814 6.26618 4.87667 0.00752566
6.57383 6.59379 4.60227 0.000344552
6.72679 6.62167 4.77505 0.000206094
6.66544 6.9391 4.78871 4.62e-005
6.53487 6.74578 4.83889 0.000145476
4.78223 5.94194 4.92227 2.21508e-007
4.73922 5.62666 4.75889 0.00679265
5.0208 6.56992 3.03835 0.00298323
6.69166 6.84716 4.91181 6.63757e-005
4.01949 5.88506 4.76678 0.00637932
5.1265 6.90462 4.25416 5.0717e-008
6.70935 6.8561 4.48147 9.33275e-005
2.74313 2.70196 4.27373 0.111802
2.88609 2.70917 0.0665349 4.77032e-008
2.96376 2.43418 1.15992 0.0936091
3.17114 2.51142 3.34111 0.0785129
2.27524 2.67618 1.65761 0.433027
2.49558 2.51998 2.09957 0.264719
2.14868 2.58266 1.36171 0.542979
2.31085 2.47777 1.88778 0.409139
3.12812 3.02839 0.0678695 2.02291e-008
2.69173 2.46113 3.48464 0.147971
3.09742 4.12265 0.339687 0.0380484
2.82691 4.27259 3.46521 0.145362
3.06363 2.51427 3.67455 0.0814246
2.09635 6.92994 0.312111 0.000155131
2.08864 6.70582 0.0646588 0.000203044
2.46703 6.65078 0.604425 0.00274962
6.48976 4.34204 2.1711 0.00442724
5.02205 4.83561 1.46408 0.0171056
6.39751 4.63322 0.798144 0.00175323
2.05972 4.08957 2.28571 0.222822
6.50863 5.29303 1.07641 0.0015097
5.19157 3.07728 0.930341 0.00818952
3.39007 4.95925 0.290664 0.0110562
5.76523 3.20734 1.12597 0.00592247
5.69928 3.02085 1.15334 0.00648543
5.75321 4.80986 0.806067 0.00409506
2.08593 3.7882 1.10683 0.555012
3.09239 3.77539 0.0661885 7.52759e-009
6.16185 3.27069 1.56057 0.00482026
6.21934 4.1457 1.56004 0.00483372
6.29476 4.41057 2.08 0.00565077
5.91271 2.75912 0.0679823 1.23523e-009
5.12759 4.3461 4.23561 0.0151432
5.9715 2.23169 2.00996 0.00226253
5.18675 2.64275 0.0699519 1.10946e-009
5.56 2.06679 0.817502 0.00130073
6.42094 4.97553 2.92196 0.00429238
6.47822 4.4524 3.1424 0.00415379
6.84253 3.23157 1.25786 0.000581196
5.41106 2.47402 0.0669543 9.80326e-010
6.20155 4.52907 3.42428 0.00579208
6.3552 4.76523 3.2284 0.00515202
2.56094 2.83754 2.04198 0.237354
2.55692 2.57467 1.57097 0.250318
5.95585 2.30196 0.0718094 5.82948e-009
2.59253 2.4313 1.68573 0.242012
6.85048 3.05096 0.859927 0.000325611
5.74336 2.74085 0.0679823 1.2327e-009
2.14956 3.5944 0.601344 0.0916564
2.0753 3.94851 0.186237 0.00824899
2.05398 3.80943 0.67077 0.0705167
2.72886 3.81704 0.0649391 1.71826e-009
2.17995 4.49153 1.46274 0.241925
2.51915 2.55288 1.82334 0.315309
2.93214 2.51298 1.82548 0.137511
6.04781 5.49917 0.0658822 1.35081e-010
4.61679 2.48834 4.32963 0.00942258
4.83347 2.31279 4.20933 0.0068606
6.24252 5.68889 1.40113 0.00235298
5.7447 5.76858 0.0688933 7.34778e-010
4.64203 2.59285 4.16037 0.0138032
5.63778 4.6656 0.0684626 2.17476e-009
6.5846 4.66136 4.74293 0.00101004
6.94018 2.22184 0.572907 0.000106068
6.9116 4.22947 1.44824 0.000593862
4.29508 5.5771 2.3604 0.0254058
5.07712 2.69381 3.80306 0.0105953
4.81865 6.92224 1.7487 0.00209869
5.11558 2.18615 1.70689 0.00566406
3.57214 3.75173 4.84668 0.0253887
5.00885 2.3063 4.20034 0.0062475
2.48276 5.11928 1.90124 0.0761493
2.81307 4.06579 0.555169 0.0824934
4.88305 3.09037 0.456587 0.00555615
5.62943 2.86933 0.0679823 1.23695e-009
2.82524 2.23121 0.30454 0.0278145
2.61135 2.19435 1.02633 0.101734
4.2667 6.46487 1.60787 0.00950183
4.80459 4.60877 0.792056 0.0135624
4.52967 5.07959 0.917464 0.0160998
4.39693 6.2872 0.556448 0.00537976
3.86825 4.84431 0.339618 0.0101705
4.14058 4.75914 0.168426 0.00427439
3.99404 3.41993 0.0826608 3.92668e-009
2.68807 3.30263 0.0745637 9.20603e-008
2.83459 5.65967 0.228093 0.00490433
2.7291 5.9191 0.618139 0.0102103
4.40873 6.0971 0.713299 0.00665906
4.54277 5.52533 0.708786 0.0100679
3.54355 6.0534 1.52333 0.0219198
2.70937 2.86899 0.625684 0.094356
6.68461 6.928 0.628194 1.31898e-009
4.2253 2.48416 0.582322 0.00970744
4.70052 3.45576 0.662593 0.00940909
6.51956 6.93608 0.247172 3.05598e-005
6.38953 6.61338 0.0641901 6.85015e-011
3.76229 2.92744 1.42365 0.0640697
4.1459 2.75532 1.14197 0.0312968
6.83113 6.80528 0.167855 7.84898e-006
4.44478 2.77856 0.744648 0.012928
6.92994 6.89722 0.306744 4.21149e-006
6.93099 6.74403 0.575086 3.00532e-005
4.49103 2.97014 0.905548 0.0166161
2.83029 2.90941 1.45595 0.167973
4.37584 6.92492 4.67684 0.00114079
3.46521 2.76785 1.25938 0.0715395
4.38225 6.28069 4.14996 0.0103438
4.05133 5.22208 4.19863 0.0306789
4.25514 6.36793 2.11298 0.0127951
6.92177 6.8988 3.11501 0.000134813
5.19609 6.18197 4.8373 0.00134721
3.65038 6.39246 2.05417 0.0180993
3.76115 6.17129 3.62198 0.0254911
5.20262 4.06294 4.52925 0.00965454
5.22615 4.46649 4.50252 0.00914558
5.11308 6.56178 4.54602 0.00238341
6.11 3.73074 2.89857 0.00702277
4.64722 4.26387 0.440819 0.00829692
6.93838 6.34413 3.39141 8.95962e-010
6.68287 6.917 4.32974 2.48067e-009
5.64491 6.49437 2.73526 0.00312059
5.91125 5.54764 2.7364 0.00719382
6.59423 6.47561 3.27959 0.00120009
6.71789 6.85179 2.08257 0.000216076
5.60077 6.90856 1.594 0.00109928
6.36833 6.68611 2.84314 0.000935561
3.16515 5.99359 1.09414 0.0184982
4.5973 4.48791 4.14881 0.0279376
5.44349 4.70472 4.16333 0.0106597
5.66132 4.04627 4.4595 0.00626629
5.69709 4.06504 4.28531 0.00726661
5.62332 4.33244 4.54555 0.00534192
6.18351 4.89917 4.53804 0.00273374
5.47897 4.39485 4.62956 0.00546237
5.86425 4.51198 4.56019 0.00378656
6.00749 6.92187 3.23995 0.000668664
5.12002 6.85012 1.78424 0.00200592
5.53022 3.83113 4.15572 0.00973284
6.93082 5.35785 2.60363 0.000919471
5.44702 5.4886 4.356 0.00691595
6.91802 6.61968 3.77777 7.26986e-009
4.47953 6.24743 4.76178 0.00376034
5.69463 4.68213 4.37988 0.00645183
6.92651 6.34678 2.59641 6.15067e-009
4.91745 6.41956 0.531814 0.00284641
5.75342 4.31441 4.66141 0.00338413
5.8031 4.01487 4.5459 0.00423317
4.78624 2.5718 1.11051 0.0100067
3.48035 2.58486 1.04922 0.0622926
6.15424 2.73916 4.6142 0.00145269
4.05177 3.49065 0.634511 0.0246361
6.01634 3.87007 4.92323 0.000725644
4.46402 4.29356 4.92497 0.00618461
2.24406 4.79143 2.31881 0.101758
3.45825 5.69656 3.28759 0.046344
6.76169 3.42468 4.32559 0.00114094
4.67148 2.48808 1.253 0.0119783
4.33181 6.84578 3.35285 0.00408651
4.03973 2.48699 0.899316 0.0260335
4.3841 4.11346 4.51405 0.0230728
6.73021 6.928 0.460859 1.32108e-009
5.0194 2.63604 3.93482 0.009751
4.66347 2.86483 2.91228 0.023226
6.91323 6.52449 1.55882 0.000300755
4.52715 4.16522 0.157227 0.00260446
6.18161 6.81692 2.02519 0.000651494
6.93611 6.74275 1.66924 0.000118541
4.86362 4.41556 4.50292 0.0138705
4.39772 5.82779 2.51337 0.0187082
4.58902 3.03618 2.96352 0.0287105
6.23932 3.43031 3.45124 0.00476441
4.22544 6.19458 3.27748 0.0172201
6.34504 5.21574 2.57772 0.00451074
6.11725 3.57292 2.05421 0.00637041
6.12322 3.95592 2.15756 0.00758896
3.523 2.88106 0.0795515 8.55664e-009
3.36621 2.81376 0.0795515 8.55378e-009
2.1714 4.7247 2.17509 0.0933596
4.3959 3.12804 1.96393 0.0347589
2.12757 4.03199 3.86973 0.146843
4.79102 2.08088 3.83988 0.0038837
6.13027 4.8623 2.96925 0.00649752
6.13882 3.19659 2.3486 0.0051878
2.83302 2.66656 1.46115 0.167101
3.45121 4.00622 4.55367 0.0633086
3.07035 4.10304 0.188311 0.0161828
6.54262 4.00598 2.40086 0.00407783
5.59386 3.42714 0.943706 0.00625429
2.07649 4.81638 1.74235 0.0813617
2.07142 3.92217 2.64863 0.135928
5.46755 6.50559 2.64964 0.00373754
2.33757 6.91477 4.92592 0.00215253
6.28907 6.20258 2.25667 0.00266876
5.03185 6.51796 1.74386 0.00507142
2.05754 6.10669 4.91835 0.0237919
4.65061 4.27384 0.247325 0.005473
3.31088 6.40831 4.94403 1.39245e-007
5.79048 5.99903 2.8473 0.0048144
3.06868 6.80207 4.92219 6.93987e-009
6.02757 6.02654 1.75667 0.00328369
4.71655 6.54985 4.41886 0.00409362
3.32642 6.14452 4.93264 0.00654887
5.2373 5.46169 3.71857 0.0127008
4.24949 6.35449 4.54125 0.00761454
5.6461 6.13647 3.98404 0.00397854
5.5845 6.07907 4.30192 0.00347495
5.20225 6.32631 3.8323 0.00529216
2.08864 6.65086 4.87691 0.0053014
2.87874 6.89111 4.92219 6.99478e-009
2.26925 4.71737 1.84498 0.136025
2.70103 6.90384 4.59442 7.93922e-008
2.11643 5.9632 4.82372 0.0670335
5.01939 2.48385 0.707149 0.00420856
5.02664 6.16212 4.33721 0.00597477
4.93556 3.98311 0.419081 0.00646445
6.56206 4.79328 0.93797 0.00158733
6.62972 4.64093 1.0081 0.00163671
2.35281 6.58704 0.278001 0.000919274
2.16302 4.0942 4.26506 0.178801
6.88312 2.31912 0.402415 0.000156978
2.38145 6.72794 0.320541 0.00072064
3.36571 3.66978 4.93561 0.0254024
2.25061 2.33641 4.75933 0.440268
6.37671 2.10883 0.290804 0.000211868
2.16212 2.4753 4.8601 0.504467
2.34335 6.87178 0.659767 0.00144398
2.247 6.75612 0.783197 0.00237066
2.26296 6.61192 0.779114 0.00261591
6.27327 4.40025 3.75332 0.00496939
5.17552 4.35996 4.39943 0.0117658
2.4473 3.31107 4.74411 0.312401
4.27812 3.89528 4.37611 0.0267919
4.74547 4.00574 4.42446 0.0181573
2.69663 3.13905 4.92962 0.109956
2.06554 3.29004 4.07575 0.385787
2.06554 3.38018 3.94942 3.41133e-005
4.391 4.31726 4.44072 0.024423
3.1932 4.09657 4.93677 0.0418825
2.92714 2.09345 3.44772 0.05954
2.35907 3.09398 3.60775 0.19908
3.33978 2.61479 4.92323 0.0225584
6.11764 4.41998 4.38409 0.00354498
2.07951 3.03965 3.88602 0.343587
5.08911 2.87985 3.34099 0.0126934
6.09892 2.68509 3.55079 0.00344346
3.07165 2.52133 4.90365 0.0392692
3.73931 2.31298 4.8816 0.00730333
6.44577 3.71986 3.0942 0.00380738
4.97725 2.9162 0.504664 0.00531011
2.14558 4.0336 3.40719 0.194024
5.17753 3.19051 0.558641 0.00570589
2.06842 4.76571 3.59311 9.45049e-006
2.14865 4.38507 2.40131 0.143362
3.29931 6.93035 3.62954 0.00661698
3.29449 5.71727 4.91707 1.5682e-006
6.48815 3.68925 1.61894 0.00360776
3.93166 2.64007 0.798652 0.0314866
2.23143 5.59083 4.24121 0.357435
4.77252 2.92205 1.12829 0.0145856
2.17892 5.45804 4.91289 0.316904
2.06093 5.51328 4.85059 7.75979e-006
2.56502 5.23452 4.92361 0.11288
4.92615 2.98621 1.16491 0.0120336
2.88859 4.16144 3.90254 0.146031
3.38207 4.07844 4.29063 0.0826662
2.16139 2.13767 0.718573 0.288725
2.33801 2.42947 1.10585 0.352572
2.07485 2.46604 0.889057 0.555187
2.70744 3.2588 3.91943 0.164222
3.0333 3.91188 4.48656 0.132879
2.79436 3.88787 4.40628 0.175093
6.69224 6.90807 0.0646588 7.74365e-006
3.00617 3.98179 4.33421 0.133681
3.6299 3.65059 4.57656 0.0448085
6.38632 2.63045 4.65586 0.000990175
6.1488 2.57251 4.53375 0.00151702
4.89618 2.07609 2.12913 0.00495843
6.59137 2.08349 0.1889 0.000129829
4.41809 6.35295 0.0837253 1.04098e-008
6.92121 3.59125 0.742087 1.80917e-009
5.88745 2.52464 4.38031 0.00231984
6.61461 2.80137 0.61094 0.000795415
6.19071 2.29323 4.54881 0.000649723
5.46412 5.95988 4.51416 0.00347726
6.52926 2.60718 3.26116 0.00170186
5.58765 5.95991 4.41023 0.00347845
5.58098 4.11546 0.0766255 2.34965e-010
5.87841 5.03037 0.164906 0.000535486
6.58082 4.9842 1.72101 0.00269336
5.31461 4.24099 0.241824 0.00165855
6.34823 6.35463 3.96228 0.00169099
5.79871 5.74367 4.30903 0.00379496
6.0292 2.30326 0.397505 0.000502208
5.96038 6.14976 4.45156 0.00207604
2.47213 3.16527 0.404587 0.0651181
2.27257 3.34614 0.408013 0.0578655
2.23862 3.19117 0.590643 0.109223
